# x80,y99,z0,u,v,p,T
2.120410779247444699e-01,1.227469958079341252e-04,0.000000000000000000e+00,7.433491494175695991e+00,2.135882613229419386e-02,1.074509114808325094e+01,3.775435541210175643e+02
2.272156058908047505e-01,1.227469958079341252e-04,0.000000000000000000e+00,7.120648005160233218e+00,2.209196085594072531e-02,1.061839485374373204e+01,3.772262609062510705e+02
2.434523508144892934e-01,1.227469958079341252e-04,0.000000000000000000e+00,6.821572519723620331e+00,2.259987218510124685e-02,1.049496948083181813e+01,3.769231274977055932e+02
2.608256678828317909e-01,1.227469958079341252e-04,0.000000000000000000e+00,6.535745393231205291e+00,2.301043364450646583e-02,1.037478998531727292e+01,3.766335374664196252e+02
2.794151171459582361e-01,1.227469958079341252e-04,0.000000000000000000e+00,6.262688120898816990e+00,2.334221492145194948e-02,1.025757163596191113e+01,3.763569062270559584e+02
2.993058278575035924e-01,1.227469958079341252e-04,0.000000000000000000e+00,6.002005723249085989e+00,2.349863467954599675e-02,1.014314357701701930e+01,3.760927783989252475e+02
3.205888883188570126e-01,1.227469958079341252e-04,0.000000000000000000e+00,5.753480896127868505e+00,2.350043451559579583e-02,1.003137325290291137e+01,3.758407636357683259e+02
3.433617630125052056e-01,1.227469958079341252e-04,0.000000000000000000e+00,5.517316069534345502e+00,2.344717769317936421e-02,9.921611180029978883e+00,3.756004005309590070e+02
3.677287389347088653e-01,1.227469958079341252e-04,0.000000000000000000e+00,5.294820726590799609e+00,2.321514421462273284e-02,9.812492533074269829e+00,3.753715897553170180e+02
3.938014031714667240e-01,1.227469958079341252e-04,0.000000000000000000e+00,5.089967528830087851e+00,2.270727689120280446e-02,9.700937214180035184e+00,3.751549679435842108e+02
4.216991539047976190e-01,1.227469958079341252e-04,0.000000000000000000e+00,4.913261159967161618e+00,2.203036636121205594e-02,9.578139363513676230e+00,3.749529099825929848e+02
4.515497471894616144e-01,1.227469958079341252e-04,0.000000000000000000e+00,4.776356060621239408e+00,2.087791258625059862e-02,9.415518380984389424e+00,3.747733089182884214e+02
4.834898820040521850e-01,1.227469958079341252e-04,0.000000000000000000e+00,4.776356060621239408e+00,2.087791258625059862e-02,9.415518380984389424e+00,3.747733089182884214e+02
-1.763707217682217859e-02,2.093741789150089659e-04,0.000000000000000000e+00,1.612918770133821909e+03,0.000000000000000000e+00,6.666999999999999815e+00,3.000000000000000000e+02
-1.343385788699495362e-02,2.093741789150089659e-04,0.000000000000000000e+00,1.612917774426575079e+03,6.975372564531020537e-05,6.667071364102090669e+00,3.000032047291280719e+02
-1.016032650862484267e-02,2.093741789150089659e-04,0.000000000000000000e+00,1.612911313472234497e+03,5.794852295497661572e-04,6.667535468510608077e+00,3.000240197032160268e+02
-7.610847241981452682e-03,2.093741789150089659e-04,0.000000000000000000e+00,1.612874026464339750e+03,3.424502749970553817e-03,6.669991371903716271e+00,3.001326701448533640e+02
-5.625271489143922679e-03,2.093741789150089659e-04,0.000000000000000000e+00,1.612685328514684670e+03,2.060874028433842819e-02,6.682895896658086698e+00,3.007010021654645016e+02
