# x80,y99,z0,u,v,p,T
1.698755339325177388e-02,1.227469958079341252e-04,0.000000000000000000e+00,1.240703589485934657e+02,1.684172904293730255e+01,3.485364037799913461e+01,6.397320811355936030e+02
1.850833464210760448e-02,1.227469958079341252e-04,0.000000000000000000e+00,1.232761934258185192e+02,1.716508176225318394e+01,3.459985108463046544e+01,6.372934956607937238e+02
2.013557057838334663e-02,1.227469958079341252e-04,0.000000000000000000e+00,1.225992434052538300e+02,1.746132878209310846e+01,3.438579352390048172e+01,6.352265670490409093e+02
2.187671303019839142e-02,1.227469958079341252e-04,0.000000000000000000e+00,1.220295266452143750e+02,1.772812576781079130e+01,3.420719783847683715e+01,6.334946034643161283e+02
2.373973545364049115e-02,1.227469958079341252e-04,0.000000000000000000e+00,1.215560281910539402e+02,1.796289384520063237e+01,3.405977727201794636e+01,6.320618557544355554e+02
2.573316944672353335e-02,1.227469958079341252e-04,0.000000000000000000e+00,1.211666998473015582e+02,1.816427671225631713e+01,3.393920154021236613e+01,6.308913085990764102e+02
2.786614381932239065e-02,1.227469958079341252e-04,0.000000000000000000e+00,1.208490837683707468e+02,1.833264622316676196e+01,3.384122167779362655e+01,6.299450616755070769e+02
3.014842639800316415e-02,1.227469958079341252e-04,0.000000000000000000e+00,1.205910509080430302e+02,1.847000495502662432e+01,3.376183128953827861e+01,6.291857965909193808e+02
3.259046875719159853e-02,1.227469958079341252e-04,0.000000000000000000e+00,1.203814093062481732e+02,1.857957919020049431e+01,3.369740376187762365e+01,6.285784047889335397e+02
3.520345408152322775e-02,1.227469958079341252e-04,0.000000000000000000e+00,1.202102979917038965e+02,1.866531287233955183e+01,3.364478097064252182e+01,6.280912971978976884e+02
3.799934837855806213e-02,1.227469958079341252e-04,0.000000000000000000e+00,1.200693694516966019e+02,1.873139238910233217e+01,3.360131053004833035e+01,6.276972172509304073e+02
4.099095527638534076e-02,1.227469958079341252e-04,0.000000000000000000e+00,1.199518015691362365e+02,1.878186890874733450e+01,3.356483919066756982e+01,6.273735532704221214e+02
