# rhoA,rhoUA,rhoVA,rhoEA,LR
2.915961350446098175e-05,-3.331852843556687771e-08,-1.664671083397610342e-08,2.005943026383746061e-11,1.215766545905693738e-05
3.063843888838622590e-05,-3.499075382059273056e-08,-1.763723424345831535e-08,2.107739344931575290e-11,1.215766545905693738e-05
3.214358472852158394e-05,-3.668936685747695221e-08,-1.867337163119670704e-08,2.211355404338588637e-11,1.215766545905693738e-05
3.366659608543179344e-05,-3.840411800440504335e-08,-1.975519398120004039e-08,2.316210611646076324e-11,1.215766545905693738e-05
3.519714715110433258e-05,-4.012253714918663848e-08,-2.088240280103621643e-08,2.421595769426081495e-11,1.215766545905693738e-05
3.672275344438021471e-05,-4.182959442479935231e-08,-2.205425612548521371e-08,2.526653281715041929e-11,1.215766545905693738e-05
3.822848534521792769e-05,-4.350736148604043530e-08,-2.326950572346604412e-08,2.630357451864671668e-11,1.215766545905693738e-05
3.969663126078351465e-05,-4.513461421234574304e-08,-2.452631615003852817e-08,2.731491315810254246e-11,1.215766545905693738e-05
4.110634250226126224e-05,-4.668641340834327591e-08,-2.582218514171078652e-08,2.828622215873793072e-11,1.215766545905693738e-05
4.243325151947583172e-05,-4.813365397411895625e-08,-2.715386145931985968e-08,2.920075543154893659e-11,1.215766545905693738e-05
4.364903790185826224e-05,-4.944255356136453573e-08,-2.851724418874462118e-08,3.003904883556261483e-11,1.215766545905693738e-05
4.472102232355409831e-05,-5.057417192411323498e-08,-2.990731443713707963e-08,3.077864090895962288e-11,1.215766545905693738e-05
4.561166899379950630e-05,-5.148382562914706907e-08,-3.131802311605713940e-08,3.139373063264467894e-11,1.215766545905693738e-05
4.627816334212300992e-05,-5.212058754524878444e-08,-3.274224161179730339e-08,3.185488701996888525e-11,1.215766545905693738e-05
4.667190732903189515e-05,-5.242669308575270398e-08,-3.417167077758951080e-08,3.212870207460720977e-11,1.215766545905693738e-05
4.673809450397435372e-05,-5.233703736772953636e-08,-3.559681253095838504e-08,3.217749869998723628e-11,1.215766545905693738e-05
4.641529798810566906e-05,-5.177868840606137098e-08,-3.700695632382249665e-08,3.195904770339301238e-11,1.215766545905693738e-05
4.563512330987086517e-05,-5.067047580037284593e-08,-3.839020684107591787e-08,3.142632965588508718e-11,1.215766545905693738e-05
4.432197736441251756e-05,-4.892271257734790222e-08,-3.973357647503824607e-08,3.052737714731370824e-11,1.215766545905693738e-05
4.239299990986960815e-05,-4.643709986180499271e-08,-4.102315117630002280e-08,2.920522986416539636e-11,1.215766545905693738e-05
3.975823386299282865e-05,-4.310689143212982441e-08,-4.224433189872877812e-08,2.739805608235712879e-11,1.215766545905693738e-05
3.632117797990648821e-05,-3.881745570221901865e-08,-4.338214896638299821e-08,2.503954209223326413e-11,1.215766545905693738e-05
3.197995937249248615e-05,-3.344744457498558292e-08,-4.442161221427925277e-08,2.205971918137920352e-11,1.215766545905693738e-05
2.662944856373264838e-05,-2.687081249588231575e-08,-4.534788422202268752e-08,1.838646308143512120e-11,1.215766545905693738e-05
2.016499989146088056e-05,-1.896020868646348811e-08,-4.614603790778525080e-08,1.394816078758373695e-11,1.215766545905693738e-05
1.248856520441601318e-05,-9.592157458001321897e-09,-4.679973042941564333e-08,8.678101435944757440e-12,1.215766545905693738e-05
3.517917456805832022e-06,1.345775624908813605e-09,-4.728789046438299198e-08,2.521154451882049313e-12,1.215766545905693738e-05
-6.801457348499008165e-06,1.394688955167833237e-08,-4.757831887635974225e-08,-4.557537492246791848e-12,1.215766545905693738e-05
-1.848542601696849790e-05,2.827990546340543087e-08,-4.761779218851195012e-08,-1.256449056338319649e-11,1.215766545905693738e-05
-3.150974611095102299e-05,4.439222137468061604e-08,-4.731985636522941341e-08,-2.147693842991097682e-11,1.215766545905693738e-05
-4.582706180331677084e-05,6.232434418755153063e-08,-4.655404655948002115e-08,-3.125640173094607168e-11,1.215766545905693738e-05
-6.139723730767899569e-05,8.212270063961031200e-08,-4.514300515625774057e-08,-4.187362994163332331e-11,1.215766545905693738e-05
-7.820142149060835810e-05,1.038224471134412781e-07,-4.287677431427952619e-08,-5.332196947137452890e-11,1.215766545905693738e-05
-9.620590953310909749e-05,1.273807149335835570e-07,-3.954861375999382487e-08,-6.559172807194149297e-11,1.215766545905693738e-05
-1.152718128236486132e-04,1.525692395980014636e-07,-3.500116541102294267e-08,-7.860247661992051912e-11,1.215766545905693738e-05
-1.350374081186319763e-04,1.788516962898365442e-07,-2.916321927160834225e-08,-9.211626929080906943e-11,1.215766545905693738e-05
-1.548061785692974863e-04,2.052692029576979886e-07,-2.206752837474805991e-08,-1.056586767980504763e-10,1.215766545905693738e-05
-1.734660330269308223e-04,2.303539627003223611e-07,-1.385620914862986941e-08,-1.184654705624310544e-10,1.215766545905693738e-05
-1.894617667127962597e-04,2.520961205467988317e-07,-4.787367381765140659e-09,-1.294675419060231150e-10,1.215766545905693738e-05
-2.008453709697397146e-04,2.679975297511334659e-07,4.747963315070112855e-09,-1.373280874284641703e-10,1.215766545905693738e-05
-2.054323870879536172e-04,2.752519405418149771e-07,1.419987551860417684e-08,-1.405499103697212300e-10,1.215766545905693738e-05
-2.010907983018375179e-04,2.710881298114364571e-07,2.283683472157256915e-08,-1.376710846845633854e-10,1.215766545905693738e-05
-1.861814086630030128e-04,2.533016669439927889e-07,2.974723991981616738e-08,-1.275630357500206856e-10,1.215766545905693738e-05
-1.601531531687659562e-04,2.209807737226643791e-07,3.389388316517788141e-08,-1.098349256955082351e-10,1.215766545905693738e-05
-1.242654897893883043e-04,1.753938821661589965e-07,3.425760552739256881e-08,-8.532723399736788262e-11,1.215766545905693738e-05
-8.233972015720792770e-05,1.209246950173508194e-07,3.011737057235262620e-08,-5.663014437770621767e-11,1.215766545905693738e-05
-4.127249426064808938e-05,6.574519239981856211e-08,2.152920333904791516e-08,-2.844808742542391020e-11,1.215766545905693738e-05
-1.065954496093233828e-05,2.146754502719524805e-08,1.008256196868915847e-08,-7.367791366848500224e-12,1.215766545905693738e-05
1.111875649135315395e-04,-1.279773166382044550e-07,-5.490677258574672536e-08,7.630318068324543247e-11,1.215766545905693738e-05
8.373921921977142409e-05,-9.635569506281286450e-08,-4.174966432692029243e-08,5.747271463564776169e-11,1.215766545905693738e-05
6.463546025495209106e-05,-7.451274807867042100e-08,-3.215797339462014696e-08,4.446559722325124637e-11,1.215766545905693738e-05
4.903780923079685197e-05,-5.650623525647978510e-08,-2.462659072052448147e-08,3.373796743627112749e-11,1.215766545905693738e-05
3.742850287214159369e-05,-4.311587354062580264e-08,-1.892955525313807784e-08,2.575408022801437599e-11,1.215766545905693738e-05
2.866736264704325616e-05,-3.301299507230845740e-08,-1.458984867694413047e-08,1.972639106744799382e-11,1.215766545905693738e-05
2.203572851775800279e-05,-2.536981796239704739e-08,-1.127041120858089843e-08,1.516363604074341550e-11,1.215766545905693738e-05
1.698490062895473060e-05,-1.955092689583357963e-08,-8.721475474609878215e-09,1.168832251583759729e-11,1.215766545905693738e-05
1.312081932320348666e-05,-1.510078797967895096e-08,-6.758243273321212370e-09,9.029493682998709932e-12,1.215766545905693738e-05
1.015367728750716454e-05,-1.168459240538104730e-08,-5.242539471985495986e-09,6.987797318789798413e-12,1.215766545905693738e-05
8.635747424310231157e-06,-9.937015340000444198e-09,-4.467049940417404372e-09,5.943375406300902343e-12,1.215766545905693738e-05
9.197466804715364108e-06,-1.058242328073199329e-08,-4.766109185509885487e-09,6.330087389118818961e-12,1.215766545905693738e-05
9.792324635664696332e-06,-1.126570374276432904e-08,-5.084289135545203014e-09,6.739594993901772918e-12,1.215766545905693738e-05
1.042435965575167860e-05,-1.199172541988312163e-08,-5.423072031062585581e-09,7.174794916926824639e-12,1.215766545905693738e-05
1.109365761538559170e-05,-1.276039409611297210e-08,-5.783322190268769878e-09,7.635676564704178312e-12,1.215766545905693738e-05
1.180195833572470867e-05,-1.357368718738156410e-08,-6.166227948194477601e-09,8.123448359157839691e-12,1.215766545905693738e-05
1.255055182017676888e-05,-1.443301397113339883e-08,-6.572987564428920579e-09,8.638988429764211792e-12,1.215766545905693738e-05
1.334090941175431924e-05,-1.534000977223824389e-08,-7.004856346889975657e-09,9.183311790758372875e-12,1.215766545905693738e-05
1.417439499171979114e-05,-1.629617516530996292e-08,-7.463118973760329081e-09,9.757358512230200469e-12,1.215766545905693738e-05
1.505229754322872934e-05,-1.730291882658489014e-08,-7.949086762587138825e-09,1.036201936328151356e-11,1.215766545905693738e-05
1.597576638264745994e-05,-1.836147818093244960e-08,-8.464091183044003316e-09,1.099808959608241588e-11,1.215766545905693738e-05
1.694576938017279633e-05,-1.947287016048621085e-08,-9.009473728539719936e-09,1.166624041564721626e-11,1.215766545905693738e-05
1.796304109763823605e-05,-2.063782931776247886e-08,-9.586576259034885039e-09,1.236698310226421311e-11,1.215766545905693738e-05
1.902802710648860465e-05,-2.185674176050803068e-08,-1.019672935428328928e-08,1.310063073077341705e-11,1.215766545905693738e-05
2.014081491802940268e-05,-2.312956339847749379e-08,-1.084123606943909932e-08,1.386725065924115909e-11,1.215766545905693738e-05
2.130106508190151573e-05,-2.445573814251907697e-08,-1.152135820420248061e-08,1.466661717395928637e-11,1.215766545905693738e-05
2.250792379966351874e-05,-2.583409453597402555e-08,-1.223829571539075418e-08,1.549815142274143157e-11,1.215766545905693738e-05
2.375992030023725614e-05,-2.726272451356385344e-08,-1.299316125209521067e-08,1.636085086004474235e-11,1.215766545905693738e-05
2.505485952191917521e-05,-2.873885635625556313e-08,-1.378695597671538077e-08,1.725321547640361330e-11,1.215766545905693738e-05
2.638969990432298935e-05,-3.025871008425545256e-08,-1.462054170188639880e-08,1.817316379781419892e-11,1.215766545905693738e-05
2.776040066150321716e-05,-3.181731730433195465e-08,-1.549460113956246813e-08,1.911792787032966828e-11,1.215766545905693738e-05
2.916176835499110671e-05,-3.340833968607413765e-08,-1.640960313058515228e-08,2.008394777824573898e-11,1.215766545905693738e-05
3.058727335949463063e-05,-3.502385228209211617e-08,-1.736575731098651547e-08,2.106674545134416029e-11,1.215766545905693738e-05
3.202884555073360945e-05,-3.665410234835043698e-08,-1.836296377762424704e-08,2.206078416806954844e-11,1.215766545905693738e-05
3.347666170872321158e-05,-3.828725792998622214e-08,-1.940076560889274501e-08,2.305932238544779489e-11,1.215766545905693738e-05
3.491888238643021291e-05,-3.990909778150605299e-08,-2.047828078999335126e-08,2.405423276894735646e-11,1.215766545905693738e-05
3.634139294896053041e-05,-4.150270524295273284e-08,-2.159414523473726252e-08,2.503582411374938139e-11,1.215766545905693738e-05
3.772750023763230242e-05,-4.304811049383935060e-08,-2.274643981382951874e-08,2.599263272974034514e-11,1.215766545905693738e-05
3.905761616018997042e-05,-4.452191701226748214e-08,-2.393261977191756020e-08,2.691120483229493878e-11,1.215766545905693738e-05
4.030892117882445101e-05,-4.589690422893950587e-08,-2.514944321318896282e-08,2.777586512445654565e-11,1.215766545905693738e-05
4.145498448523108232e-05,-4.714158002641579249e-08,-2.639288423301994789e-08,2.856845553814518985e-11,1.215766545905693738e-05
4.246541832365073783e-05,-4.821977156120257334e-08,-2.765807836207842801e-08,2.926809756344187384e-11,1.215766545905693738e-05
4.330545448797296516e-05,-4.909012709570989458e-08,-2.893923019399592526e-08,2.985090096010273538e-11,1.215766545905693738e-05
4.393560308630561152e-05,-4.970571145313687075e-08,-3.022958276272787627e-08,3.028972921687244720e-11,1.215766545905693738e-05
4.431124581989138918e-05,-5.001352760052319704e-08,-3.152135270055041897e-08,3.055391993191132736e-11,1.215766545905693738e-05
4.438231985128754181e-05,-4.995414242670044147e-08,-3.280572864186183625e-08,3.060906766962197258e-11,1.215766545905693738e-05
4.409303094245923345e-05,-4.946134790985078014e-08,-3.407288993742892985e-08,3.041682713395905721e-11,1.215766545905693738e-05
4.338164693202805228e-05,-4.846191672880586904e-08,-3.531207179395306343e-08,2.993477182889588935e-11,1.215766545905693738e-05
4.218042059976192740e-05,-4.687550869057715176e-08,-3.651170126276252785e-08,2.911634215945850207e-11,1.215766545905693738e-05
4.041568269370769581e-05,-4.461477397401927628e-08,-3.765961688127229977e-08,2.791091131806202163e-11,1.215766545905693738e-05
3.800816568305190606e-05,-4.158571872077129988e-08,-3.874338372038635237e-08,2.626401121397877112e-11,1.215766545905693738e-05
3.487366491670365625e-05,-3.768844262826172928e-08,-3.975072106580755483e-08,2.411779329495159944e-11,1.215766545905693738e-05
3.092420023132694539e-05,-3.281840262166801178e-08,-4.067004743450823951e-08,2.141183984302228653e-11,1.215766545905693738e-05
2.606986961982942150e-05,-2.686835195718562035e-08,-4.149102003373954295e-08,1.808446455142317805e-11,1.215766545905693738e-05
2.022187086067013526e-05,-1.973134017647913488e-08,-4.220497070359018421e-08,1.407484468874390689e-11,1.215766545905693738e-05
1.329722225365880070e-05,-1.130508048543893140e-08,-4.280479446020398420e-08,9.326376559597466977e-12,1.215766545905693738e-05
5.225914727077170600e-06,-1.497991317289796904e-09,-4.328360828338563887e-08,3.791798617731552722e-12,1.215766545905693738e-05
-4.039160901707711014e-06,9.763439145818699282e-09,-4.363105055214403640e-08,-2.559637300131844272e-12,1.215766545905693738e-05
-1.451077098476072943e-05,2.252798248588876628e-08,-4.382600498053230074e-08,-9.733820372507779972e-12,1.215766545905693738e-05
-2.615943379274771958e-05,3.681853018253088462e-08,-4.382506192151072783e-08,-1.770596262229251599e-11,1.215766545905693738e-05
-3.891845739962052818e-05,5.264247806475281934e-08,-4.354820495052155945e-08,-2.642449002405878543e-11,1.215766545905693738e-05
-5.270852007667481149e-05,7.001198393438127083e-08,-4.286638270561765095e-08,-3.583022129443780079e-11,1.215766545905693738e-05
-6.746891263576722275e-05,8.895279879135292973e-08,-4.159988081816611412e-08,-4.588182352150149058e-11,1.215766545905693738e-05
-8.315828713881568703e-05,1.094681053921451476e-07,-3.953864914416088313e-08,-5.655908291852964727e-11,1.215766545905693738e-05
-9.969383404137301650e-05,1.314438177452338213e-07,-3.648655218134059932e-08,-6.781917096004104796e-11,1.215766545905693738e-05
-1.168376192924876184e-04,1.545172203833777103e-07,-3.231309876602303815e-08,-7.951264431826551472e-11,1.215766545905693738e-05
-1.340696237851665392e-04,1.779458009975605089e-07,-2.699061355284688271e-08,-9.129105708705522613e-11,1.215766545905693738e-05
-1.504870341932256275e-04,2.005063151536019209e-07,-2.060870008392954645e-08,-1.025368419334586333e-10,1.215766545905693738e-05
-1.647575474109968434e-04,2.204476164432213979e-07,-1.337464976774223072e-08,-1.123340714181939080e-10,1.215766545905693738e-05
-1.751487764703477058e-04,2.355235177024529531e-07,-5.613481785806648673e-09,-1.194924006240698851e-10,1.215766545905693738e-05
-1.796586964700344158e-04,2.431406113031107252e-07,2.225393257287533272e-09,-1.226386384264063372e-10,1.215766545905693738e-05
-1.762750860440390969e-04,2.406606040740365622e-07,9.559713578718934725e-09,-1.203940476373128065e-10,1.215766545905693738e-05
-1.633889257441256324e-04,2.258919965113265602e-07,1.567998791161021764e-08,-1.116549485340916355e-10,1.215766545905693738e-05
-1.403719565926082413e-04,1.977865071875506253e-07,1.979322597378074680e-08,-9.598494721051694280e-11,1.215766545905693738e-05
-1.082938485472708208e-04,1.573131259616784901e-07,2.113385423246265916e-08,-7.410371008097213248e-11,1.215766545905693738e-05
-7.067811139932753714e-05,1.083930353357469902e-07,1.917352136301409110e-08,-4.840541257200470438e-11,1.215766545905693738e-05
-3.402336781479874247e-05,5.857823942203868263e-08,1.396091522621220169e-08,-2.332264348487976290e-11,1.215766545905693738e-05
-7.444517148154771969e-06,1.872373390895346812e-08,6.617437269614435286e-09,-5.097030619215968344e-12,1.215766545905693738e-05
1.052909554833584524e-04,-1.214733936086605793e-07,-5.109595521320936832e-08,7.232939755729549405e-11,1.215766545905693738e-05
7.922407935879035798e-05,-9.137708805224980953e-08,-3.880077655816837404e-08,5.442867556458522270e-11,1.215766545905693738e-05
6.111241354179906490e-05,-7.061792146777417880e-08,-2.985668759282811938e-08,4.208312455382413424e-11,1.215766545905693738e-05
4.633892102981143494e-05,-5.352502062645287316e-08,-2.284588146221478849e-08,3.191295296970577160e-11,1.215766545905693738e-05
3.535378039058189345e-05,-4.082552365480912447e-08,-1.754993862674531869e-08,2.435110933148942097e-11,1.215766545905693738e-05
2.706967532842385324e-05,-3.125033996282261992e-08,-1.352007507789473840e-08,1.864607467728947580e-11,1.215766545905693738e-05
2.080268443486729056e-05,-2.401012432174438083e-08,-1.044020536190352238e-08,1.432991751344612758e-11,1.215766545905693738e-05
1.603163686129990869e-05,-1.850016780885598170e-08,-8.076759555952003321e-09,1.104379314809073986e-11,1.215766545905693738e-05
1.238280375862018283e-05,-1.428754494983080847e-08,-6.257309096814538522e-09,8.530501991517347632e-12,1.215766545905693738e-05
9.581654974646693169e-06,-1.105441254166056614e-08,-4.853160306589247463e-09,6.601030974962409278e-12,1.215766545905693738e-05
8.148707860790915043e-06,-9.400552696869151782e-09,-4.134760921623844736e-09,5.614055546304395188e-12,1.215766545905693738e-05
8.678293930344970465e-06,-1.001066918803910388e-08,-4.411112136442991121e-09,5.979027257272832709e-12,1.215766545905693738e-05
9.239066405124531824e-06,-1.065653804702101644e-08,-4.705065861308523557e-09,6.365476673597260971e-12,1.215766545905693738e-05
9.834838592473845974e-06,-1.134276660590951505e-08,-5.017988244149153230e-09,6.776142733548014375e-12,1.215766545905693738e-05
1.046564230373436321e-05,-1.206921429886456480e-08,-5.350648327028528319e-09,7.210982225598346537e-12,1.215766545905693738e-05
1.113309526284332225e-05,-1.283772755993842671e-08,-5.704124690203126143e-09,7.671120866417205703e-12,1.215766545905693738e-05
1.183838468173101637e-05,-1.364960972681627510e-08,-6.079501539014123733e-09,8.157368298998772421e-12,1.215766545905693738e-05
1.258287081344128315e-05,-1.450638066944786893e-08,-6.477913571892997454e-09,8.670664980495700119e-12,1.215766545905693738e-05
1.336781008407125060e-05,-1.540943090059121833e-08,-6.900519104057951829e-09,9.211879094611498717e-12,1.215766545905693738e-05
1.419438626064578609e-05,-1.636006263201944586e-08,-7.348497165167615840e-09,9.781831102081707813e-12,1.215766545905693738e-05
1.506364866702460939e-05,-1.735941410975753975e-08,-7.823040991385901381e-09,1.038124964726747005e-11,1.215766545905693738e-05
1.597647276865904050e-05,-1.840841318945277005e-08,-8.325348177659990998e-09,1.101074464404049110e-11,1.215766545905693738e-05
1.693351129362318156e-05,-1.950771904682519047e-08,-8.856611235996970915e-09,1.167077346152292717e-11,1.215766545905693738e-05
1.793514198383472382e-05,-2.065766022986330755e-08,-9.418006293275414415e-09,1.236160500759628291e-11,1.215766545905693738e-05
1.898140292782935642e-05,-2.185815814929029181e-08,-1.001067752352916166e-08,1.308327524675161857e-11,1.215766545905693738e-05
2.007192832000139027e-05,-2.310865087025510619e-08,-1.063572389429089181e-08,1.383554305675641607e-11,1.215766545905693738e-05
2.120586712680928501e-05,-2.440799694406630336e-08,-1.129417958356142258e-08,1.461783432555372936e-11,1.215766545905693738e-05
2.238178781872499860e-05,-2.575436289075044826e-08,-1.198698992057846212e-08,1.542917645476644397e-11,1.215766545905693738e-05
2.359757921756395148e-05,-2.714510587425617219e-08,-1.271498856562193008e-08,1.626813020932838616e-11,1.215766545905693738e-05
2.485033798866162597e-05,-2.857664062797609169e-08,-1.347887137020966082e-08,1.713271239238374277e-11,1.215766545905693738e-05
2.613622823753655852e-05,-3.004427385896885767e-08,-1.427915940030113795e-08,1.802029930070486882e-11,1.215766545905693738e-05
2.745034151337693784e-05,-3.154203867105064682e-08,-1.511616674126031459e-08,1.892753048694685296e-11,1.215766545905693738e-05
2.878652978031904898e-05,-3.306249740486522979e-08,-1.598995881881291577e-08,1.985019391894438451e-11,1.215766545905693738e-05
3.013722046703545243e-05,-3.459652334429694185e-08,-1.690030646570943538e-08,2.078309880074362596e-11,1.215766545905693738e-05
3.149322573065245023e-05,-3.613307520736134580e-08,-1.784664307925374244e-08,2.171994444981252624e-11,1.215766545905693738e-05
3.284350663617546692e-05,-3.765891925196011844e-08,-1.882800342526393159e-08,2.265315810588858053e-11,1.215766545905693738e-05
3.417494428800786226e-05,-3.915835876441976650e-08,-1.984297345064034703e-08,2.357373756755720565e-11,1.215766545905693738e-05
3.547207288684970842e-05,-4.061291924347031500e-08,-2.088962638798222422e-08,2.447106761492387597e-11,1.215766545905693738e-05
3.671680494479161313e-05,-4.200102401306020355e-08,-2.196546234525146990e-08,2.533273105031011785e-11,1.215766545905693738e-05
3.788814295436863255e-05,-4.329765377348206573e-08,-2.306734864551353133e-08,2.614431044807561111e-11,1.215766545905693738e-05
3.896185676643912105e-05,-4.447396648567899821e-08,-2.419144809471212908e-08,2.688916625991979757e-11,1.215766545905693738e-05
3.991020072639157211e-05,-4.549696249470793997e-08,-2.533317940276017949e-08,2.754824241728753634e-11,1.215766545905693738e-05
4.070156672169009972e-05,-4.632907642184857497e-08,-2.648714600133927929e-08,2.809982772334751460e-11,1.215766545905693738e-05
4.130022520304684494e-05,-4.692786993773843292e-08,-2.764712524723109270e-08,2.851937800401623819e-11,1.215766545905693738e-05
4.166601704722833151e-05,-4.724566940143684797e-08,-2.880603085236387447e-08,2.877930436404478732e-11,1.215766545905693738e-05
4.175414479566467578e-05,-4.722931849586672692e-08,-2.995593879622161834e-08,2.884883004323930826e-11,1.215766545905693738e-05
4.151500748338078867e-05,-4.681998309953006672e-08,-3.108813848780706626e-08,2.869387744560202998e-11,1.215766545905693738e-05
4.089412861157254859e-05,-4.595306600156567007e-08,-3.219323450240913322e-08,2.827701948847590703e-11,1.215766545905693738e-05
3.983222406727583600e-05,-4.455828584321146800e-08,-3.326132308566196686e-08,2.755752766908284253e-11,1.215766545905693738e-05
3.826544686275072822e-05,-4.255996307520261921e-08,-3.428225803040684669e-08,2.649154242027609573e-11,1.215766545905693738e-05
3.612585915432369094e-05,-3.987757002147330104e-08,-3.524602197887798656e-08,2.503240081279105843e-11,1.215766545905693738e-05
3.334221476284586727e-05,-3.642663538646803204e-08,-3.614322946891082711e-08,2.313117967678040793e-11,1.215766545905693738e-05
2.984116794189350320e-05,-3.212011997685062690e-08,-3.696578763626582158e-08,2.073753564798057588e-11,1.215766545905693738e-05
2.554901382712129423e-05,-2.687034831389510095e-08,-3.770764581066688326e-08,1.780091817849681900e-11,1.215766545905693738e-05
2.039428256482481822e-05,-2.059177313856948196e-08,-3.836562489004447976e-08,1.427238551069461346e-11,1.215766545905693738e-05
1.431151265577798447e-05,-1.320475873953427248e-08,-3.894005628217929337e-08,1.010726279116442615e-11,1.215766545905693738e-05
7.246755439435256820e-06,-4.640645474344019202e-09,-3.943479345833937346e-08,5.269047990285822427e-12,1.215766545905693738e-05
-8.346937237380781702e-07,5.151967923065996002e-09,-3.985571748140359409e-08,-2.650589682404958135e-13,1.215766545905693738e-05
-9.938464289925618293e-06,1.620073181761382629e-08,-4.020646319393686364e-08,-6.497066409967178064e-12,1.215766545905693738e-05
-2.003145420480444570e-05,2.850597390520631505e-08,-4.047974697179006856e-08,-1.340115946431649056e-11,1.215766545905693738e-05
-3.103860805391265757e-05,4.204571877233697709e-08,-4.064355608367374662e-08,-2.092132517008565588e-11,1.215766545905693738e-05
-4.285555001047354885e-05,5.679389543936467364e-08,-4.062395440382537188e-08,-2.898082401481229777e-11,1.215766545905693738e-05
-5.537930094762646505e-05,7.274364467206198506e-08,-4.029087769209801871e-08,-3.750580886758682660e-11,1.215766545905693738e-05
-6.853521614929593796e-05,8.990529937974029823e-08,-3.945887102848563669e-08,-4.644742800776475106e-11,1.215766545905693738e-05
-8.225795247377137159e-05,1.082440817665652696e-07,-3.791509817183214490e-08,-5.577048699980811517e-11,1.215766545905693738e-05
-9.640379851318256965e-05,1.275559659638361830e-07,-3.547227003418797853e-08,-6.539045695695057927e-11,1.215766545905693738e-05
-1.106202769410931131e-04,1.473207404297415133e-07,-3.202413019325542198e-08,-7.507815969724849504e-11,1.215766545905693738e-05
-1.242252231216774356e-04,1.665804071564743757e-07,-2.757963667530873925e-08,-8.437252761208603971e-11,1.215766545905693738e-05
-1.361390706133699068e-04,1.838771522138019899e-07,-2.226994816711783053e-08,-9.253412255614125319e-11,1.215766545905693738e-05
-1.448965200331785641e-04,1.972736435836273518e-07,-1.633898889396502892e-08,-9.855627406784498018e-11,1.215766545905693738e-05
-1.487571034821594316e-04,2.044802309237719907e-07,-1.013128564493267909e-08,-1.012442685338045026e-10,1.215766545905693738e-05
-1.459366873508396230e-04,2.031214118694017290e-07,-4.082092754899750966e-09,-9.937538993973981312e-11,1.215766545905693738e-05
-1.349836618764380753e-04,1.911766893332340660e-07,1.297129153778839989e-09,-9.195548183204406665e-11,1.215766545905693738e-05
-1.153123065531521491e-04,1.676162451762742785e-07,5.454047374927712883e-09,-7.858139493646413993e-11,1.215766545905693738e-05
-8.786994131930324803e-05,1.332077158507588426e-07,7.871200884438222339e-09,-5.989481217225575983e-11,1.215766545905693738e-05
-5.583495030943268217e-05,9.137608050608798111e-08,8.198055216869117168e-09,-3.805881982590692790e-11,1.215766545905693738e-05
-2.507668058956416266e-05,4.880487207568372212e-08,6.443477286397056322e-09,-1.707532381642322775e-11,1.215766545905693738e-05
-3.779871309489403370e-06,1.508525002939163236e-08,3.216206213014395741e-09,-2.537083657349396765e-12,1.215766545905693738e-05
9.850252442429736335e-05,-1.138885229219435168e-07,-4.705150457065884584e-08,6.773243626146726055e-11,1.215766545905693738e-05
7.404934123047332963e-05,-8.559748512283838018e-08,-3.568308350469574663e-08,5.092346765007120252e-11,1.215766545905693738e-05
5.708688324399968948e-05,-6.611138884770817161e-08,-2.743075587925799205e-08,3.934862386473089502e-11,1.215766545905693738e-05
4.326366373446006894e-05,-5.008494151894481272e-08,-2.097311820380618215e-08,2.982404283294959689e-11,1.215766545905693738e-05
3.299471918910999512e-05,-3.818807673647358996e-08,-1.610162676374579641e-08,2.274862476552715104e-11,1.215766545905693738e-05
2.525599961413207761e-05,-2.922376277554936297e-08,-1.239860771090586657e-08,1.741412120039406311e-11,1.215766545905693738e-05
1.940469794406367068e-05,-2.244872271333119413e-08,-9.570824901660626862e-09,1.338034851448196391e-11,1.215766545905693738e-05
1.495188804658373275e-05,-1.729463289912552199e-08,-7.402186517094589581e-09,1.031039431404798180e-11,1.215766545905693738e-05
1.154746770883843487e-05,-1.335515509494149868e-08,-5.733514292300172011e-09,7.963114195237845669e-12,1.215766545905693738e-05
8.934550009443242391e-06,-1.033227582350349806e-08,-4.446212386975025926e-09,6.161486659175547713e-12,1.215766545905693738e-05
7.597957286995920367e-06,-8.786037710923216615e-09,-3.787609716610030119e-09,5.239944732421643672e-12,1.215766545905693738e-05
8.091404400650301941e-06,-9.355936148408777335e-09,-4.040357872247973038e-09,5.580355721257239786e-12,1.215766545905693738e-05
8.613870745277514134e-06,-9.959198935880933301e-09,-4.309147777166122430e-09,5.940774228332434781e-12,1.215766545905693738e-05
9.168912027940587001e-06,-1.060013099047702962e-08,-4.595225711891725437e-09,6.323757611415702271e-12,1.215766545905693738e-05
9.756517469413538684e-06,-1.127855889832086600e-08,-4.899269187609346792e-09,6.729238295263126331e-12,1.215766545905693738e-05
1.037817631987944061e-05,-1.199618920853046164e-08,-5.222247840244398916e-09,7.158254421686542110e-12,1.215766545905693738e-05
1.103497218202663358e-05,-1.275421722583693615e-08,-5.565133461407529599e-09,7.611546308909997879e-12,1.215766545905693738e-05
1.172815220097791906e-05,-1.355404354279207879e-08,-5.928942207902674584e-09,8.089978026305558283e-12,1.215766545905693738e-05
1.245886538629559402e-05,-1.439694711674549841e-08,-6.314708907350247167e-09,8.594345433573450594e-12,1.215766545905693738e-05
1.322819211917129435e-05,-1.528412415534701338e-08,-6.723484110442656954e-09,9.125399417976575363e-12,1.215766545905693738e-05
